epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,195.154,0.64619,0.39122,0.96038,0.98565,1,0.99328,0.85056,0.61029,0.32465,0.90531,0.00071531,0.00071531,0.00071531
175,196.256,0.61927,0.3815,0.92985,0.98551,1,0.99352,0.84761,0.61377,0.31727,0.90443,0.000709809,0.000709809,0.000709809
176,197.369,0.62294,0.38039,0.9496,0.98527,1,0.99295,0.85031,0.61841,0.3134,0.90154,0.000704307,0.000704307,0.000704307
177,198.475,0.61724,0.41804,0.93035,0.9814,1,0.99295,0.84465,0.61679,0.3164,0.89675,0.000698806,0.000698806,0.000698806
178,199.592,0.61156,0.38921,0.93356,0.98052,1,0.99295,0.84334,0.61691,0.31811,0.89791,0.000693305,0.000693305,0.000693305
179,200.701,0.6239,0.38184,0.93524,0.98097,1,0.99328,0.85261,0.61255,0.31622,0.89968,0.000687804,0.000687804,0.000687804
180,201.831,0.64831,0.39262,0.95004,0.98543,1,0.99311,0.84167,0.63271,0.3203,0.89802,0.000682303,0.000682303,0.000682303
181,202.932,0.6059,0.378,0.93036,0.98561,1,0.99295,0.84887,0.63945,0.32828,0.89818,0.000676802,0.000676802,0.000676802
182,204.043,0.64271,0.38087,0.95008,0.98511,1,0.9927,0.84458,0.62405,0.33073,0.8993,0.000671301,0.000671301,0.000671301
183,205.14,0.60851,0.3782,0.91614,0.98707,1,0.9927,0.85243,0.60693,0.32692,0.89904,0.0006658,0.0006658,0.0006658
184,206.25,0.57697,0.35387,0.92593,0.98796,1,0.9927,0.84126,0.61145,0.31414,0.90231,0.000660299,0.000660299,0.000660299
185,207.359,0.63091,0.37772,0.92759,0.98747,1,0.99246,0.84925,0.60357,0.31172,0.9044,0.000654798,0.000654798,0.000654798
186,208.676,0.61269,0.36059,0.93689,0.98804,1,0.99352,0.85686,0.60587,0.30606,0.89814,0.000649297,0.000649297,0.000649297
187,209.802,0.61067,0.39026,0.95149,0.98871,1,0.99459,0.84842,0.61599,0.29999,0.89961,0.000643795,0.000643795,0.000643795
188,210.908,0.63511,0.39008,0.93758,0.98885,1,0.99492,0.85402,0.61416,0.30697,0.90054,0.000638294,0.000638294,0.000638294
189,212.011,0.6132,0.40049,0.92955,0.98739,0.9986,0.99459,0.85538,0.61884,0.31441,0.90276,0.000632793,0.000632793,0.000632793
190,213.112,0.64558,0.38964,0.9467,0.98351,0.99912,0.99475,0.84113,0.63112,0.31472,0.89983,0.000627292,0.000627292,0.000627292
191,214.216,0.61761,0.37189,0.92742,0.98657,1,0.99492,0.84207,0.62724,0.32057,0.898,0.000621791,0.000621791,0.000621791
192,215.325,0.64244,0.3776,0.93765,0.98817,0.99895,0.99369,0.8467,0.61451,0.32147,0.8981,0.00061629,0.00061629,0.00061629
193,216.427,0.61098,0.35836,0.91403,0.98306,0.9998,0.99295,0.83765,0.64026,0.32086,0.90585,0.000610789,0.000610789,0.000610789
194,217.534,0.62084,0.3691,0.94007,0.98093,0.99901,0.99197,0.83811,0.6423,0.32923,0.90514,0.000605288,0.000605288,0.000605288
195,218.629,0.6389,0.37634,0.95762,0.98133,0.99934,0.98923,0.84048,0.62568,0.33712,0.90499,0.000599787,0.000599787,0.000599787
196,219.741,0.61636,0.36359,0.92223,0.98168,1,0.98842,0.84568,0.61038,0.3384,0.89823,0.000594286,0.000594286,0.000594286
197,220.841,0.59995,0.37139,0.93187,0.98087,1,0.98701,0.8388,0.61556,0.35381,0.89492,0.000588784,0.000588784,0.000588784
198,221.937,0.61318,0.37479,0.94471,0.97306,0.99167,0.98038,0.84255,0.60234,0.34737,0.88958,0.000583283,0.000583283,0.000583283
199,223.039,0.61231,0.37303,0.92844,0.97355,0.99167,0.98042,0.848,0.59808,0.33355,0.888,0.000577782,0.000577782,0.000577782
200,224.132,0.6085,0.36762,0.91012,0.96174,0.99094,0.98197,0.84854,0.59714,0.33553,0.89047,0.000572281,0.000572281,0.000572281
201,225.241,0.61218,0.39152,0.93196,0.97484,1,0.98898,0.85988,0.60358,0.33443,0.89275,0.00056678,0.00056678,0.00056678
202,226.37,0.612,0.36591,0.93319,0.97453,1,0.98923,0.86194,0.60647,0.33343,0.8906,0.000561279,0.000561279,0.000561279
203,227.518,0.60684,0.36876,0.93184,0.97473,1,0.99005,0.85828,0.61176,0.33497,0.89129,0.000555778,0.000555778,0.000555778
204,228.635,0.61291,0.36404,0.92563,0.97785,1,0.99024,0.8605,0.6084,0.32905,0.88727,0.000550277,0.000550277,0.000550277
205,229.758,0.60987,0.3699,0.92127,0.98043,1,0.9906,0.85643,0.60836,0.31887,0.88606,0.000544776,0.000544776,0.000544776
206,230.866,0.58839,0.3588,0.91946,0.98041,1,0.9913,0.85826,0.61095,0.31318,0.88809,0.000539275,0.000539275,0.000539275
207,231.997,0.62227,0.37355,0.95064,0.97955,1,0.99276,0.85553,0.61205,0.30919,0.89032,0.000533773,0.000533773,0.000533773
208,233.112,0.60063,0.36724,0.93621,0.98777,0.99167,0.99367,0.8606,0.6094,0.30984,0.89571,0.000528272,0.000528272,0.000528272
209,234.223,0.60795,0.36213,0.92559,0.98835,0.99957,0.9941,0.85792,0.60572,0.317,0.90111,0.000522771,0.000522771,0.000522771
210,235.345,0.58544,0.34746,0.908,0.98793,1,0.99352,0.85485,0.61709,0.32922,0.90112,0.00051727,0.00051727,0.00051727
211,236.454,0.61157,0.35746,0.93526,0.98771,1,0.99287,0.84191,0.62286,0.33897,0.90065,0.000511769,0.000511769,0.000511769
212,237.559,0.6123,0.35232,0.93205,0.98838,1,0.9927,0.83776,0.62253,0.33872,0.90159,0.000506268,0.000506268,0.000506268
213,238.662,0.60402,0.36785,0.91972,0.98803,1,0.99295,0.83308,0.64458,0.33244,0.90892,0.000500767,0.000500767,0.000500767
214,239.782,0.59357,0.36066,0.92687,0.97867,0.99167,0.9863,0.83886,0.64819,0.33135,0.90814,0.000495266,0.000495266,0.000495266
215,240.888,0.57262,0.35922,0.91281,0.98014,1,0.99096,0.84531,0.6297,0.32791,0.89978,0.000489765,0.000489765,0.000489765
216,241.985,0.60518,0.3661,0.94051,0.98043,1,0.99007,0.84205,0.61082,0.3251,0.89261,0.000484263,0.000484263,0.000484263
217,243.102,0.59239,0.35243,0.92016,0.9808,1,0.99184,0.85259,0.60221,0.31888,0.88852,0.000478762,0.000478762,0.000478762
218,244.233,0.60008,0.35268,0.91872,0.98072,1,0.99242,0.85963,0.60246,0.31318,0.88922,0.000473261,0.000473261,0.000473261
219,245.338,0.59026,0.35851,0.92752,0.98066,1,0.99058,0.86204,0.60149,0.3168,0.89034,0.00046776,0.00046776,0.00046776
220,246.481,0.56147,0.35481,0.91361,0.98068,1,0.98912,0.85468,0.59608,0.31553,0.88897,0.000462259,0.000462259,0.000462259
221,247.582,0.57245,0.34551,0.92974,0.98101,1,0.9888,0.85228,0.60728,0.31123,0.89187,0.000456758,0.000456758,0.000456758
222,248.685,0.59675,0.35525,0.9167,0.98154,1,0.99096,0.84985,0.61775,0.30884,0.89672,0.000451257,0.000451257,0.000451257
223,249.792,0.63022,0.36072,0.93657,0.98413,1,0.99213,0.8506,0.62735,0.3117,0.90528,0.000445756,0.000445756,0.000445756
224,250.888,0.60856,0.3572,0.93507,0.98415,1,0.99295,0.85118,0.62234,0.3037,0.90727,0.000440255,0.000440255,0.000440255
225,251.995,0.59258,0.3605,0.91689,0.98359,1,0.99352,0.85442,0.61063,0.30019,0.90098,0.000434754,0.000434754,0.000434754
226,253.092,0.56952,0.33223,0.91655,0.98408,1,0.99311,0.85877,0.61087,0.29296,0.89797,0.000429253,0.000429253,0.000429253
227,254.197,0.59628,0.34972,0.92865,0.98534,1,0.99287,0.85742,0.60993,0.29348,0.8962,0.000423751,0.000423751,0.000423751
228,255.301,0.60634,0.35583,0.93705,0.97966,1,0.99301,0.84983,0.60774,0.2955,0.89093,0.00041825,0.00041825,0.00041825
229,256.414,0.61002,0.3735,0.93141,0.97918,0.99986,0.99301,0.8564,0.61034,0.2948,0.88529,0.000412749,0.000412749,0.000412749
230,257.516,0.58244,0.34044,0.92047,0.97773,0.99936,0.99284,0.85831,0.62452,0.29742,0.88642,0.000407248,0.000407248,0.000407248
231,258.626,0.58212,0.34051,0.92017,0.97722,0.99928,0.99259,0.86282,0.62728,0.30235,0.88932,0.000401747,0.000401747,0.000401747
232,259.738,0.58977,0.3513,0.91495,0.97805,0.99936,0.99176,0.86203,0.60925,0.30376,0.88861,0.000396246,0.000396246,0.000396246
233,261.054,0.56279,0.33247,0.91375,0.97986,1,0.99057,0.86531,0.59643,0.30625,0.88839,0.000390745,0.000390745,0.000390745
234,262.177,0.59297,0.35034,0.92888,0.9809,1,0.98916,0.86229,0.59097,0.31279,0.88669,0.000385244,0.000385244,0.000385244
235,263.292,0.55927,0.33386,0.90987,0.98124,1,0.98922,0.85367,0.59643,0.30878,0.88897,0.000379743,0.000379743,0.000379743
236,264.404,0.57047,0.33779,0.92166,0.98115,1,0.9894,0.85547,0.59748,0.31174,0.89115,0.000374242,0.000374242,0.000374242
237,265.508,0.59329,0.35139,0.91541,0.98111,1,0.98989,0.84815,0.59331,0.31468,0.8877,0.00036874,0.00036874,0.00036874
238,266.614,0.57797,0.3449,0.91222,0.98093,1,0.98997,0.8546,0.5958,0.32176,0.88706,0.000363239,0.000363239,0.000363239
239,267.713,0.56873,0.3485,0.9249,0.98118,1,0.99018,0.84602,0.60558,0.32554,0.88863,0.000357738,0.000357738,0.000357738
240,268.817,0.56969,0.33854,0.91661,0.98153,1,0.98997,0.84146,0.60639,0.32411,0.88874,0.000352237,0.000352237,0.000352237
241,269.928,0.60025,0.35703,0.92575,0.98117,1,0.98997,0.84474,0.60425,0.32051,0.88578,0.000346736,0.000346736,0.000346736
242,271.032,0.56214,0.34245,0.92141,0.98104,1,0.99148,0.8537,0.59939,0.31904,0.88383,0.000341235,0.000341235,0.000341235
243,272.126,0.57086,0.33258,0.93747,0.98079,1,0.99178,0.85412,0.59081,0.30733,0.88231,0.000335734,0.000335734,0.000335734
244,273.23,0.54375,0.32033,0.90207,0.98063,1,0.99184,0.85686,0.59523,0.2979,0.8848,0.000330233,0.000330233,0.000330233
245,274.338,0.55692,0.32616,0.91752,0.98071,1,0.99204,0.85322,0.60149,0.29756,0.88537,0.000324732,0.000324732,0.000324732
246,275.457,0.56179,0.33188,0.90477,0.9813,1,0.9927,0.85359,0.60567,0.29891,0.88718,0.000319231,0.000319231,0.000319231
247,276.563,0.6008,0.34446,0.92553,0.98638,1,0.9927,0.85396,0.60461,0.29404,0.89042,0.000313729,0.000313729,0.000313729
248,277.661,0.5434,0.32898,0.91313,0.98601,1,0.99287,0.85545,0.59791,0.28862,0.89321,0.000308228,0.000308228,0.000308228
249,278.768,0.53839,0.3246,0.90009,0.98771,1,0.99336,0.85322,0.58583,0.28548,0.8924,0.000302727,0.000302727,0.000302727
250,279.872,0.5457,0.33215,0.90371,0.98777,1,0.99352,0.8542,0.58249,0.28209,0.891,0.000297226,0.000297226,0.000297226
251,280.97,0.54552,0.31393,0.90487,0.98794,1,0.99352,0.85887,0.58939,0.28309,0.89296,0.000291725,0.000291725,0.000291725
252,282.069,0.53141,0.32127,0.89803,0.9881,1,0.99434,0.85405,0.59806,0.28082,0.89598,0.000286224,0.000286224,0.000286224
253,283.176,0.5243,0.3199,0.91361,0.98814,1,0.99451,0.85863,0.59315,0.28397,0.89453,0.000280723,0.000280723,0.000280723
254,284.289,0.56592,0.32954,0.89518,0.9878,1,0.99434,0.86462,0.59144,0.28608,0.89173,0.000275222,0.000275222,0.000275222
255,285.386,0.52089,0.31339,0.88447,0.98779,1,0.99311,0.86168,0.59509,0.28929,0.89019,0.000269721,0.000269721,0.000269721
256,286.491,0.51781,0.31685,0.88438,0.98824,1,0.99311,0.85968,0.59686,0.28496,0.88996,0.00026422,0.00026422,0.00026422
257,287.587,0.53334,0.32056,0.90843,0.98838,1,0.99311,0.86214,0.59059,0.27923,0.88802,0.000258718,0.000258718,0.000258718
258,288.692,0.56737,0.33411,0.91841,0.98841,1,0.99328,0.8612,0.5932,0.28326,0.88736,0.000253217,0.000253217,0.000253217
259,289.794,0.54487,0.32594,0.90889,0.9885,1,0.99328,0.85783,0.59738,0.2815,0.88731,0.000247716,0.000247716,0.000247716
260,290.892,0.56862,0.32202,0.91708,0.98862,1,0.99328,0.85715,0.60303,0.27731,0.88903,0.000242215,0.000242215,0.000242215
261,291.985,0.5428,0.31743,0.89685,0.98889,1,0.99328,0.85298,0.61139,0.28419,0.89091,0.000236714,0.000236714,0.000236714
262,293.088,0.5415,0.32392,0.90943,0.98911,1,0.99311,0.85526,0.61301,0.28477,0.89359,0.000231213,0.000231213,0.000231213
263,294.197,0.55939,0.32584,0.91433,0.98932,1,0.99311,0.85794,0.61091,0.28324,0.89421,0.000225712,0.000225712,0.000225712
264,295.29,0.53727,0.32948,0.90817,0.98863,1,0.99287,0.85482,0.60449,0.28835,0.89159,0.000220211,0.000220211,0.000220211
265,296.402,0.52744,0.31166,0.88944,0.98643,1,0.9927,0.85597,0.60241,0.29545,0.89024,0.00021471,0.00021471,0.00021471
266,297.497,0.55159,0.31827,0.90735,0.9829,1,0.99254,0.85839,0.60119,0.29383,0.88923,0.000209209,0.000209209,0.000209209
267,298.66,0.52947,0.30932,0.90708,0.98203,1,0.99254,0.86224,0.59886,0.29496,0.8872,0.000203707,0.000203707,0.000203707
268,299.766,0.5341,0.3169,0.91297,0.98167,1,0.99223,0.86541,0.59741,0.29542,0.88495,0.000198206,0.000198206,0.000198206
269,300.882,0.54522,0.32056,0.91439,0.9817,1,0.99195,0.86511,0.59907,0.29738,0.88506,0.000192705,0.000192705,0.000192705
270,301.982,0.5127,0.29694,0.90354,0.98163,1,0.99214,0.86506,0.60702,0.29818,0.8862,0.000187204,0.000187204,0.000187204
271,303.104,0.54101,0.31669,0.89755,0.98172,1,0.99214,0.8624,0.60453,0.2993,0.88613,0.000181703,0.000181703,0.000181703
272,304.209,0.52649,0.32266,0.89233,0.9818,1,0.99161,0.85842,0.59614,0.29927,0.88339,0.000176202,0.000176202,0.000176202
273,305.31,0.51179,0.31296,0.88715,0.98171,1,0.99178,0.86977,0.58724,0.29434,0.88158,0.000170701,0.000170701,0.000170701
274,306.429,0.55147,0.32372,0.90503,0.98146,1,0.99123,0.86913,0.58303,0.29388,0.88124,0.0001652,0.0001652,0.0001652
275,307.554,0.5521,0.31613,0.91447,0.98107,1,0.99085,0.87009,0.58256,0.29183,0.88171,0.000159699,0.000159699,0.000159699
276,308.671,0.53922,0.33069,0.90181,0.98073,1,0.99092,0.86997,0.58511,0.28717,0.88231,0.000154198,0.000154198,0.000154198
277,309.786,0.52628,0.31213,0.91214,0.98061,1,0.99075,0.86506,0.59033,0.28506,0.88449,0.000148696,0.000148696,0.000148696
278,310.915,0.53558,0.31015,0.90068,0.98072,1,0.9913,0.86098,0.59082,0.28242,0.88565,0.000143195,0.000143195,0.000143195
279,312.025,0.53002,0.30365,0.88174,0.98151,1,0.99189,0.86238,0.58841,0.2791,0.88667,0.000137694,0.000137694,0.000137694
280,313.4,0.51358,0.31538,0.90331,0.98184,1,0.9923,0.8699,0.58594,0.27983,0.88723,0.000132193,0.000132193,0.000132193
281,314.496,0.54146,0.31617,0.89696,0.98209,1,0.99254,0.8686,0.58497,0.28308,0.88668,0.000126692,0.000126692,0.000126692
282,315.635,0.51766,0.30064,0.8816,0.98241,1,0.99254,0.86545,0.58926,0.28665,0.88773,0.000121191,0.000121191,0.000121191
283,316.755,0.50213,0.30138,0.89779,0.98395,1,0.99254,0.86676,0.59387,0.28393,0.88718,0.00011569,0.00011569,0.00011569
284,317.864,0.49381,0.29174,0.89419,0.98642,1,0.9927,0.85832,0.59614,0.28305,0.88706,0.000110189,0.000110189,0.000110189
285,318.968,0.51958,0.30672,0.89893,0.98755,1,0.99287,0.859,0.59541,0.28263,0.8861,0.000104688,0.000104688,0.000104688
286,320.067,0.51865,0.30179,0.90061,0.98738,1,0.99287,0.86008,0.59254,0.28417,0.88616,9.91865e-05,9.91865e-05,9.91865e-05
287,321.192,0.53548,0.30631,0.9039,0.98687,1,0.99287,0.85767,0.58995,0.2817,0.88542,9.36854e-05,9.36854e-05,9.36854e-05
288,322.309,0.49607,0.30232,0.91025,0.9856,1,0.9927,0.859,0.59071,0.28275,0.88494,8.81843e-05,8.81843e-05,8.81843e-05
289,323.417,0.51061,0.30352,0.8869,0.98572,1,0.9927,0.8591,0.5916,0.28308,0.88511,8.26832e-05,8.26832e-05,8.26832e-05
290,324.522,0.51684,0.30232,0.9103,0.9852,1,0.9927,0.8614,0.59286,0.28243,0.88556,7.71821e-05,7.71821e-05,7.71821e-05
291,326.143,0.48848,0.27552,0.88238,0.98226,1,0.99254,0.85898,0.59681,0.28802,0.88727,7.1681e-05,7.1681e-05,7.1681e-05
292,327.264,0.48043,0.28006,0.8881,0.98164,1,0.99242,0.85859,0.5991,0.28913,0.88865,6.61799e-05,6.61799e-05,6.61799e-05
293,328.361,0.47503,0.27111,0.87267,0.9816,1,0.99157,0.85516,0.59703,0.29161,0.88945,6.06788e-05,6.06788e-05,6.06788e-05
294,329.454,0.47786,0.26743,0.85848,0.98143,1,0.99104,0.85279,0.5922,0.29439,0.88865,5.51777e-05,5.51777e-05,5.51777e-05
295,330.545,0.4819,0.26728,0.88752,0.98135,1,0.99065,0.85301,0.58918,0.2947,0.88758,4.96766e-05,4.96766e-05,4.96766e-05
296,331.655,0.48831,0.26797,0.88155,0.98134,1,0.99032,0.85227,0.58889,0.29268,0.88794,4.41755e-05,4.41755e-05,4.41755e-05
297,332.747,0.46289,0.26923,0.87797,0.98129,1,0.99003,0.85211,0.58788,0.29245,0.88689,3.86744e-05,3.86744e-05,3.86744e-05
298,333.846,0.4714,0.27106,0.87216,0.98134,1,0.99005,0.85741,0.58767,0.29376,0.88614,3.31733e-05,3.31733e-05,3.31733e-05
299,334.95,0.47949,0.26745,0.8694,0.98135,1,0.99016,0.85487,0.58831,0.2967,0.88547,2.76722e-05,2.76722e-05,2.76722e-05
300,336.057,0.46635,0.25904,0.86951,0.9814,1,0.99016,0.85213,0.58886,0.29421,0.88496,2.21711e-05,2.21711e-05,2.21711e-05
