epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,215.397,0.62058,0.41465,1.08653,0.97424,0.9932,0.98987,0.88461,0.58171,0.37766,1.08852,0.00106628,0.00106628,0.00106628
184,216.572,0.68231,0.4293,1.09698,0.96343,1,0.98771,0.88581,0.60151,0.38185,1.09672,0.00106298,0.00106298,0.00106298
185,217.711,0.6555,0.42369,1.102,0.95939,0.99732,0.99028,0.87981,0.63686,0.40679,1.12273,0.00105968,0.00105968,0.00105968
186,218.865,0.6834,0.42464,1.11417,0.97948,0.9744,0.99112,0.87185,0.66839,0.43081,1.13844,0.00105638,0.00105638,0.00105638
187,220,0.70514,0.43915,1.11204,0.97543,0.99901,0.99241,0.86594,0.69018,0.39944,1.17801,0.00105308,0.00105308,0.00105308
188,221.166,0.69843,0.4327,1.13219,0.97746,0.99836,0.99133,0.88439,0.58605,0.39066,1.076,0.00104978,0.00104978,0.00104978
189,222.332,0.68935,0.4285,1.12231,0.97459,0.99811,0.99084,0.86414,0.6138,0.38028,1.09833,0.00104648,0.00104648,0.00104648
190,223.498,0.64059,0.42199,1.10872,0.96318,1,0.99127,0.88134,0.57379,0.3919,1.09396,0.00104318,0.00104318,0.00104318
191,224.667,0.64767,0.42186,1.08967,0.98093,0.99675,0.99158,0.85581,0.67184,0.41877,1.18476,0.00103987,0.00103987,0.00103987
192,225.838,0.68572,0.44065,1.08377,0.96316,0.9966,0.98945,0.86121,0.62988,0.40464,1.10955,0.00103657,0.00103657,0.00103657
193,226.991,0.6872,0.42886,1.10877,0.96688,1,0.98813,0.87257,0.64064,0.38293,1.09612,0.00103327,0.00103327,0.00103327
194,228.141,0.66674,0.4175,1.09856,0.9767,0.99718,0.99007,0.8691,0.58263,0.37142,1.07307,0.00102997,0.00102997,0.00102997
195,229.28,0.66862,0.41553,1.07601,0.98436,0.99934,0.99135,0.85768,0.66491,0.3987,1.11993,0.00102667,0.00102667,0.00102667
196,230.435,0.68631,0.43396,1.0674,0.97505,0.99369,0.98859,0.87357,0.60563,0.39116,1.08732,0.00102337,0.00102337,0.00102337
197,231.579,0.64299,0.41324,1.06966,0.97933,0.99887,0.98992,0.879,0.60367,0.37949,1.08597,0.00102007,0.00102007,0.00102007
198,232.739,0.64025,0.41488,1.08349,0.96296,0.99213,0.98915,0.86315,0.61128,0.3979,1.09394,0.00101677,0.00101677,0.00101677
199,233.913,0.66977,0.4068,1.08343,0.97296,0.99907,0.99165,0.87898,0.62483,0.37461,1.10491,0.00101347,0.00101347,0.00101347
200,235.068,0.67188,0.41871,1.09872,0.96987,0.99976,0.99203,0.87312,0.59218,0.39578,1.07719,0.00101017,0.00101017,0.00101017
201,236.203,0.61486,0.39911,1.07117,0.968,0.99253,0.99018,0.87389,0.63918,0.40109,1.11333,0.00100687,0.00100687,0.00100687
202,237.336,0.64644,0.4261,1.09336,0.97765,0.99538,0.99141,0.87056,0.56748,0.38894,1.06654,0.00100357,0.00100357,0.00100357
203,238.504,0.65013,0.40942,1.08363,0.97761,0.99554,0.99206,0.88543,0.55677,0.3768,1.07114,0.00100027,0.00100027,0.00100027
204,239.688,0.63983,0.40887,1.07448,0.96778,0.99554,0.98942,0.87942,0.56103,0.39884,1.06247,0.000996966,0.000996966,0.000996966
205,240.908,0.60897,0.40204,1.07596,0.9802,1,0.99094,0.88694,0.56603,0.39722,1.06525,0.000993665,0.000993665,0.000993665
206,242.104,0.63646,0.42542,1.07303,0.98236,1,0.99161,0.87428,0.5667,0.38251,1.07477,0.000990365,0.000990365,0.000990365
207,243.308,0.63566,0.42236,1.05804,0.9771,0.9966,0.99295,0.88616,0.5453,0.36184,1.06572,0.000987064,0.000987064,0.000987064
208,244.561,0.61185,0.40092,1.05314,0.98665,0.99201,0.99257,0.86458,0.59771,0.39009,1.10061,0.000983763,0.000983763,0.000983763
209,245.774,0.60913,0.40616,1.07118,0.97653,0.99554,0.99128,0.87293,0.59412,0.42207,1.08208,0.000980463,0.000980463,0.000980463
210,246.938,0.61163,0.41048,1.05161,0.97501,0.99861,0.9915,0.89358,0.57594,0.38089,1.09374,0.000977162,0.000977162,0.000977162
211,248.117,0.59978,0.41051,1.06045,0.97212,1,0.99038,0.8866,0.52352,0.37372,1.04537,0.000973861,0.000973861,0.000973861
212,249.285,0.60423,0.39365,1.05749,0.97261,1,0.99076,0.89581,0.58292,0.38849,1.07656,0.000970561,0.000970561,0.000970561
213,250.485,0.62941,0.41211,1.06156,0.9653,1,0.99119,0.89304,0.57085,0.38375,1.06853,0.00096726,0.00096726,0.00096726
214,251.651,0.65616,0.40981,1.06509,0.97001,0.99781,0.9921,0.89369,0.56186,0.37735,1.06373,0.000963959,0.000963959,0.000963959
215,252.805,0.60384,0.40231,1.0488,0.97393,1,0.99042,0.8683,0.63211,0.3908,1.1211,0.000960659,0.000960659,0.000960659
216,253.973,0.62263,0.40375,1.06036,0.97674,0.9966,0.99052,0.89027,0.59963,0.3763,1.106,0.000957358,0.000957358,0.000957358
217,255.129,0.62818,0.40931,1.05535,0.9767,0.99896,0.99253,0.8793,0.6035,0.36616,1.05226,0.000954057,0.000954057,0.000954057
218,256.278,0.62209,0.4041,1.06789,0.96585,1,0.9904,0.8752,0.61778,0.38241,1.08929,0.000950757,0.000950757,0.000950757
219,257.433,0.59262,0.38533,1.05313,0.97118,1,0.99066,0.88527,0.58382,0.38281,1.06559,0.000947456,0.000947456,0.000947456
220,258.596,0.59462,0.38629,1.05719,0.97943,1,0.99257,0.89503,0.56605,0.35907,1.04786,0.000944155,0.000944155,0.000944155
221,259.749,0.58419,0.38739,1.04486,0.967,1,0.99099,0.89032,0.59057,0.36226,1.07334,0.000940855,0.000940855,0.000940855
222,260.916,0.59688,0.38228,1.03757,0.97171,1,0.99291,0.89465,0.58687,0.3705,1.06,0.000937554,0.000937554,0.000937554
223,262.068,0.62406,0.40869,1.02828,0.97508,1,0.99143,0.90984,0.56313,0.38584,1.04025,0.000934253,0.000934253,0.000934253
224,263.238,0.64544,0.40114,1.05743,0.9739,0.99554,0.99378,0.9016,0.54746,0.34545,1.04322,0.000930953,0.000930953,0.000930953
225,264.395,0.63631,0.39791,1.07028,0.97784,1,0.99283,0.88363,0.59992,0.36607,1.06571,0.000927652,0.000927652,0.000927652
226,265.565,0.60801,0.39614,1.07037,0.97764,1,0.99232,0.89716,0.53934,0.36139,1.02512,0.000924352,0.000924352,0.000924352
227,266.728,0.62494,0.39977,1.06742,0.97615,0.99601,0.9936,0.89183,0.58693,0.37455,1.06708,0.000921051,0.000921051,0.000921051
228,267.89,0.62522,0.40051,1.07332,0.97905,1,0.99311,0.88729,0.5919,0.36352,1.05177,0.00091775,0.00091775,0.00091775
229,269.054,0.62631,0.39263,1.05491,0.97992,1,0.99106,0.89793,0.57253,0.35399,1.06774,0.00091445,0.00091445,0.00091445
230,270.196,0.59482,0.37675,1.04388,0.97864,0.99751,0.99244,0.88243,0.57538,0.36206,1.05995,0.000911149,0.000911149,0.000911149
231,271.338,0.57482,0.36975,1.04066,0.97692,0.99975,0.99077,0.89922,0.52907,0.35046,1.02625,0.000907848,0.000907848,0.000907848
232,272.494,0.58483,0.38266,1.03473,0.98409,0.99375,0.98944,0.87709,0.61445,0.36311,1.12587,0.000904548,0.000904548,0.000904548
233,273.645,0.62369,0.39046,1.05913,0.98485,0.99475,0.99071,0.88235,0.59018,0.37312,1.07168,0.000901247,0.000901247,0.000901247
234,274.787,0.6246,0.39389,1.05606,0.9802,0.99927,0.99162,0.88219,0.60828,0.37531,1.12327,0.000897946,0.000897946,0.000897946
235,275.928,0.64747,0.41083,1.08657,0.98384,0.99401,0.9913,0.88159,0.60348,0.3723,1.05988,0.000894646,0.000894646,0.000894646
236,277.088,0.62692,0.39109,1.08821,0.98039,0.99554,0.99181,0.87237,0.60623,0.3766,1.12382,0.000891345,0.000891345,0.000891345
237,278.227,0.62006,0.39013,1.07013,0.9836,0.99762,0.99129,0.90217,0.56863,0.35711,1.05214,0.000888044,0.000888044,0.000888044
238,279.381,0.58709,0.37875,1.06878,0.98109,0.99726,0.98905,0.85478,0.71055,0.40752,1.29423,0.000884744,0.000884744,0.000884744
239,280.554,0.58811,0.37368,1.03952,0.98027,1,0.99067,0.89506,0.56051,0.37411,1.04737,0.000881443,0.000881443,0.000881443
240,281.714,0.59741,0.38551,1.0488,0.98014,0.99554,0.98988,0.87193,0.59954,0.35772,1.09751,0.000878142,0.000878142,0.000878142
241,282.879,0.60287,0.38511,1.03036,0.9773,0.99554,0.98908,0.89215,0.54382,0.35529,1.04327,0.000874842,0.000874842,0.000874842
242,284.037,0.60193,0.38634,1.04638,0.97823,0.99852,0.99117,0.89393,0.55103,0.36613,1.04147,0.000871541,0.000871541,0.000871541
243,285.196,0.60476,0.38765,1.02781,0.98527,0.9988,0.99189,0.89401,0.56856,0.34077,1.06211,0.00086824,0.00086824,0.00086824
244,286.352,0.55857,0.36977,1.03426,0.9814,0.99554,0.9913,0.8904,0.55912,0.33938,1.04331,0.00086494,0.00086494,0.00086494
245,287.52,0.57979,0.37663,1.04456,0.98084,1,0.99091,0.90169,0.52944,0.33125,1.04077,0.000861639,0.000861639,0.000861639
246,289.109,0.59841,0.38661,1.03564,0.9791,0.99977,0.98922,0.88816,0.5688,0.35055,1.0418,0.000858338,0.000858338,0.000858338
247,290.255,0.61095,0.39053,1.01429,0.97808,0.99634,0.98891,0.88067,0.56185,0.34452,1.05824,0.000855038,0.000855038,0.000855038
248,291.415,0.59,0.38627,1.01959,0.97681,0.99964,0.98852,0.89579,0.52129,0.35345,1.03964,0.000851737,0.000851737,0.000851737
249,292.567,0.54112,0.37025,1.01565,0.97613,1,0.98993,0.88171,0.58005,0.35107,1.05163,0.000848436,0.000848436,0.000848436
250,293.725,0.55703,0.36181,1.02639,0.97761,1,0.99043,0.89395,0.56684,0.35844,1.04268,0.000845136,0.000845136,0.000845136
251,294.893,0.59146,0.38934,1.02135,0.97953,0.99213,0.98953,0.9067,0.53172,0.35856,1.02566,0.000841835,0.000841835,0.000841835
252,296.051,0.5777,0.3736,1.02653,0.9809,0.99896,0.98791,0.89192,0.55928,0.35136,1.04538,0.000838534,0.000838534,0.000838534
253,297.196,0.60024,0.38107,1.02214,0.97721,1,0.98775,0.88776,0.58955,0.35743,1.06485,0.000835234,0.000835234,0.000835234
254,298.361,0.59381,0.36549,1.04115,0.97601,0.99213,0.98614,0.88535,0.57147,0.36801,1.05992,0.000831933,0.000831933,0.000831933
255,299.507,0.60644,0.38314,1.04018,0.97873,0.99617,0.98727,0.87627,0.59269,0.36497,1.06202,0.000828632,0.000828632,0.000828632
256,300.676,0.56735,0.36276,1.02011,0.97275,1,0.98917,0.88776,0.50037,0.33666,1.01994,0.000825332,0.000825332,0.000825332
257,301.819,0.58866,0.37355,1.0514,0.97628,1,0.99158,0.88828,0.55184,0.33288,1.04542,0.000822031,0.000822031,0.000822031
258,302.983,0.60354,0.37404,1.04949,0.97157,0.99781,0.99029,0.89472,0.5015,0.35453,1.0257,0.00081873,0.00081873,0.00081873
259,304.121,0.56812,0.36101,1.03475,0.97814,0.99873,0.98855,0.8856,0.54043,0.35873,1.03774,0.00081543,0.00081543,0.00081543
260,305.287,0.59424,0.38621,1.03852,0.97989,0.99581,0.9906,0.90077,0.52993,0.33696,1.04018,0.000812129,0.000812129,0.000812129
261,306.44,0.54798,0.35914,1.01519,0.97843,0.99598,0.99015,0.89831,0.50447,0.33979,1.01638,0.000808828,0.000808828,0.000808828
262,307.592,0.56686,0.3744,0.99239,0.97989,0.9966,0.9917,0.89792,0.54044,0.33904,1.02932,0.000805528,0.000805528,0.000805528
263,308.769,0.57664,0.37074,1.04162,0.98393,0.99684,0.9931,0.89442,0.51536,0.33828,1.01523,0.000802227,0.000802227,0.000802227
264,309.928,0.56595,0.3652,1.0141,0.98416,0.99743,0.99327,0.88961,0.55017,0.33565,1.05663,0.000798926,0.000798926,0.000798926
265,311.078,0.56626,0.36957,1.01547,0.98487,0.99991,0.99299,0.8888,0.56568,0.34649,1.05527,0.000795626,0.000795626,0.000795626
266,312.243,0.5813,0.384,1.02618,0.98555,0.99823,0.9932,0.89576,0.54109,0.34921,1.06002,0.000792325,0.000792325,0.000792325
267,313.409,0.59144,0.38399,1.01792,0.9814,0.99399,0.99326,0.90218,0.54994,0.35315,1.09938,0.000789024,0.000789024,0.000789024
268,314.572,0.57025,0.3741,1.03171,0.96739,0.99585,0.99179,0.87593,0.5588,0.35626,1.03747,0.000785724,0.000785724,0.000785724
269,315.738,0.5731,0.38741,1.01529,0.96941,0.99554,0.98978,0.89889,0.52464,0.33967,1.02836,0.000782423,0.000782423,0.000782423
270,316.881,0.55299,0.36059,1.01207,0.98283,1,0.99205,0.89933,0.55243,0.32938,1.05389,0.000779122,0.000779122,0.000779122
271,318.038,0.53715,0.35655,1.01441,0.9812,0.99835,0.99426,0.9001,0.5226,0.3247,1.02675,0.000775822,0.000775822,0.000775822
272,319.204,0.54971,0.36607,0.99701,0.98434,0.99554,0.99163,0.90193,0.52567,0.33869,1.03949,0.000772521,0.000772521,0.000772521
273,320.377,0.54653,0.38295,1.01601,0.98026,0.99961,0.99138,0.89404,0.54528,0.3454,1.05193,0.00076922,0.00076922,0.00076922
274,321.535,0.54433,0.35948,1.00679,0.98406,0.99491,0.99202,0.89945,0.5391,0.34344,1.02411,0.00076592,0.00076592,0.00076592
275,322.689,0.5372,0.35947,1.01089,0.98356,0.99824,0.99219,0.90061,0.49986,0.3256,1.00847,0.000762619,0.000762619,0.000762619
276,323.854,0.55491,0.36442,1.02304,0.98002,0.99554,0.99284,0.90564,0.54856,0.3452,1.01154,0.000759318,0.000759318,0.000759318
277,324.991,0.54893,0.36164,1.01717,0.98147,0.99922,0.99424,0.90304,0.50493,0.3275,1.00687,0.000756018,0.000756018,0.000756018
278,326.151,0.54337,0.34609,1.00816,0.98245,0.99837,0.99358,0.9031,0.51794,0.32766,1.03172,0.000752717,0.000752717,0.000752717
279,327.301,0.56857,0.3661,1.01883,0.97876,1,0.99267,0.88762,0.55935,0.34643,1.02932,0.000749417,0.000749417,0.000749417
280,328.458,0.56817,0.36417,1.01526,0.98789,0.9996,0.99349,0.90843,0.5065,0.3276,1.0068,0.000746116,0.000746116,0.000746116
281,329.614,0.57843,0.36314,0.99459,0.98239,0.9966,0.99324,0.90975,0.51553,0.33341,1.01875,0.000742815,0.000742815,0.000742815
282,330.778,0.55583,0.36099,1.00999,0.97899,0.99758,0.9923,0.89642,0.56905,0.3322,1.03238,0.000739515,0.000739515,0.000739515
283,331.954,0.5695,0.36343,1.01488,0.98479,0.9946,0.99322,0.90936,0.48579,0.33608,1.01304,0.000736214,0.000736214,0.000736214
284,333.128,0.55744,0.36588,1.01544,0.98985,0.98631,0.99456,0.90179,0.5228,0.34954,1.02682,0.000732913,0.000732913,0.000732913
285,334.269,0.56302,0.36086,1.00607,0.98084,0.99505,0.99467,0.90939,0.49761,0.32309,1.00012,0.000729613,0.000729613,0.000729613
286,335.452,0.55447,0.35094,1.00191,0.98507,0.9944,0.99438,0.90785,0.50937,0.343,1.01122,0.000726312,0.000726312,0.000726312
287,336.602,0.53538,0.35448,1.01173,0.98297,0.99554,0.99378,0.90596,0.56212,0.34624,1.02712,0.000723011,0.000723011,0.000723011
288,337.788,0.5614,0.35026,0.99402,0.97538,0.99904,0.99402,0.90801,0.5105,0.34356,1.01212,0.000719711,0.000719711,0.000719711
289,338.943,0.55682,0.35906,0.98961,0.97683,1,0.99461,0.9128,0.48648,0.32456,1.00621,0.00071641,0.00071641,0.00071641
290,340.102,0.54023,0.36002,1.00112,0.97639,1,0.99421,0.90714,0.49715,0.32474,1.01257,0.000713109,0.000713109,0.000713109
291,341.279,0.5741,0.36286,0.98991,0.97571,1,0.99254,0.91034,0.52037,0.32942,1.00188,0.000709809,0.000709809,0.000709809
292,342.445,0.53768,0.34164,1.01303,0.9844,1,0.99164,0.90953,0.50363,0.33053,1.00428,0.000706508,0.000706508,0.000706508
293,343.605,0.52655,0.35186,0.98999,0.98459,0.99696,0.99261,0.90518,0.5066,0.33875,1.01708,0.000703207,0.000703207,0.000703207
294,344.76,0.53468,0.34494,0.99242,0.9838,0.99554,0.99275,0.8996,0.52781,0.32166,1.02213,0.000699907,0.000699907,0.000699907
295,345.922,0.54827,0.35455,1.00014,0.98046,0.99978,0.99226,0.91027,0.52045,0.32801,1.02218,0.000696606,0.000696606,0.000696606
296,347.09,0.55663,0.35129,1.01804,0.98259,0.99909,0.99248,0.90528,0.53951,0.32945,1.02134,0.000693305,0.000693305,0.000693305
297,348.252,0.55693,0.36239,0.99842,0.97924,1,0.99204,0.90128,0.50808,0.32862,1.0079,0.000690005,0.000690005,0.000690005
298,349.406,0.55439,0.34941,1.00747,0.97094,1,0.99175,0.91435,0.49921,0.31737,1.00081,0.000686704,0.000686704,0.000686704
299,350.572,0.54319,0.3596,1.00791,0.96991,0.99614,0.99003,0.90673,0.52595,0.34017,1.0082,0.000683403,0.000683403,0.000683403
300,351.738,0.53041,0.34845,1.00063,0.9664,1,0.9901,0.90221,0.50664,0.34208,1.00048,0.000680103,0.000680103,0.000680103
301,352.888,0.5401,0.35725,1.01351,0.98069,0.99464,0.99141,0.89617,0.50649,0.32835,0.99344,0.000676802,0.000676802,0.000676802
302,354.04,0.54648,0.34551,0.99583,0.98549,0.99931,0.99326,0.90149,0.53123,0.31368,1.02336,0.000673501,0.000673501,0.000673501
303,355.196,0.51463,0.33615,0.98819,0.97601,1,0.99174,0.91297,0.49128,0.31142,1.00169,0.000670201,0.000670201,0.000670201
304,356.358,0.53917,0.35439,1.01246,0.96893,1,0.98915,0.90276,0.49762,0.32888,1.00252,0.0006669,0.0006669,0.0006669
305,357.504,0.55925,0.34886,1.03319,0.97114,1,0.9906,0.90536,0.54882,0.33418,1.02791,0.000663599,0.000663599,0.000663599
306,358.652,0.53069,0.35057,0.99817,0.97386,0.99554,0.9918,0.90709,0.52333,0.33012,1.02363,0.000660299,0.000660299,0.000660299
307,359.811,0.56806,0.35401,1.02502,0.98006,0.99777,0.99263,0.88046,0.60391,0.3376,1.10514,0.000656998,0.000656998,0.000656998
308,360.957,0.55242,0.35543,1.02882,0.98386,1,0.99333,0.90124,0.51819,0.33782,1.0542,0.000653697,0.000653697,0.000653697
309,362.11,0.53449,0.34112,0.99338,0.98116,0.996,0.99226,0.8992,0.53742,0.32653,1.04101,0.000650397,0.000650397,0.000650397
310,363.275,0.51429,0.33571,0.99515,0.9751,0.99791,0.99117,0.90374,0.49058,0.32792,1.00485,0.000647096,0.000647096,0.000647096
311,364.429,0.54134,0.34841,0.99476,0.97311,1,0.9857,0.89897,0.49602,0.32349,1.01072,0.000643795,0.000643795,0.000643795
312,365.599,0.55034,0.35409,0.99797,0.97387,0.99512,0.98902,0.90488,0.48938,0.32598,1.00232,0.000640495,0.000640495,0.000640495
313,366.747,0.51491,0.34405,1.01006,0.9812,0.99862,0.99352,0.90827,0.5216,0.32908,1.0143,0.000637194,0.000637194,0.000637194
314,367.925,0.53919,0.34291,0.99958,0.97967,1,0.99239,0.90694,0.50319,0.32608,0.99554,0.000633893,0.000633893,0.000633893
315,369.085,0.52188,0.33623,0.98766,0.97665,0.9966,0.99404,0.91506,0.50369,0.3168,1.00505,0.000630593,0.000630593,0.000630593
316,370.258,0.52384,0.3404,0.97821,0.97545,0.99884,0.99399,0.90261,0.56361,0.3358,1.04209,0.000627292,0.000627292,0.000627292
317,371.411,0.51562,0.34097,0.96701,0.97914,0.99913,0.99352,0.91154,0.53124,0.33022,1.02459,0.000623991,0.000623991,0.000623991
318,372.559,0.52521,0.33828,0.97887,0.97612,0.99944,0.99351,0.91131,0.50919,0.32228,1.00952,0.000620691,0.000620691,0.000620691
319,373.727,0.54069,0.34519,0.99374,0.97576,1,0.99296,0.90882,0.49576,0.32216,1.00768,0.00061739,0.00061739,0.00061739
320,374.888,0.52225,0.34957,0.99608,0.98073,1,0.99428,0.90551,0.49689,0.30119,1.00358,0.000614089,0.000614089,0.000614089
321,376.045,0.53007,0.34515,0.98873,0.98649,0.9966,0.99445,0.90142,0.49387,0.30858,1.01459,0.000610789,0.000610789,0.000610789
322,377.196,0.50773,0.32649,0.98607,0.98702,0.9932,0.99453,0.90826,0.48291,0.30373,1.00501,0.000607488,0.000607488,0.000607488
323,378.353,0.51024,0.32587,0.97284,0.98179,0.99457,0.99475,0.91309,0.4857,0.30261,0.98735,0.000604187,0.000604187,0.000604187
324,379.517,0.51661,0.33264,1.00626,0.9799,0.99942,0.99423,0.9183,0.47351,0.31567,0.99623,0.000600887,0.000600887,0.000600887
325,380.676,0.51013,0.33303,0.96234,0.98096,0.99763,0.99327,0.9105,0.49197,0.31494,0.98866,0.000597586,0.000597586,0.000597586
326,381.864,0.5276,0.34164,0.98151,0.98049,1,0.9937,0.91091,0.52151,0.31931,0.99427,0.000594286,0.000594286,0.000594286
327,383.022,0.51904,0.32886,1.00028,0.97783,0.99696,0.99247,0.91126,0.48371,0.30993,0.99262,0.000590985,0.000590985,0.000590985
328,384.203,0.5163,0.3345,0.99131,0.98149,0.99425,0.99232,0.90726,0.52539,0.31697,1.01144,0.000587684,0.000587684,0.000587684
329,385.355,0.50962,0.3378,0.98316,0.97554,0.99213,0.99422,0.91478,0.49277,0.31895,0.99672,0.000584384,0.000584384,0.000584384
330,386.522,0.51304,0.32889,0.9849,0.98119,0.9983,0.99445,0.91908,0.5075,0.31769,0.99264,0.000581083,0.000581083,0.000581083
331,387.67,0.5118,0.32812,0.99365,0.97928,1,0.99429,0.91069,0.52516,0.32039,1.01319,0.000577782,0.000577782,0.000577782
332,388.838,0.51604,0.32958,0.97939,0.98615,0.9966,0.99391,0.91498,0.46709,0.30133,0.98495,0.000574482,0.000574482,0.000574482
333,390.006,0.50405,0.33466,0.98185,0.98275,0.99554,0.99377,0.90076,0.51143,0.2987,1.00635,0.000571181,0.000571181,0.000571181
334,391.172,0.52412,0.34494,0.98309,0.98033,0.99858,0.99351,0.91801,0.50479,0.29522,0.9952,0.00056788,0.00056788,0.00056788
335,392.351,0.50698,0.32756,0.9791,0.98156,0.99614,0.99368,0.9087,0.50462,0.29975,0.99415,0.00056458,0.00056458,0.00056458
336,393.528,0.50514,0.32909,0.98603,0.98072,0.9966,0.99385,0.9119,0.48849,0.29954,0.99264,0.000561279,0.000561279,0.000561279
337,394.705,0.51913,0.33743,0.97889,0.98065,0.9966,0.99308,0.9072,0.49919,0.30898,1.00246,0.000557978,0.000557978,0.000557978
338,395.887,0.50769,0.33754,0.97149,0.98323,0.997,0.99267,0.90943,0.48667,0.29451,0.99025,0.000554678,0.000554678,0.000554678
339,397.054,0.49913,0.33296,0.97398,0.98391,0.9966,0.99366,0.90673,0.53149,0.31955,1.0091,0.000551377,0.000551377,0.000551377
340,398.211,0.49163,0.3271,0.97212,0.98479,0.99687,0.99426,0.90953,0.50283,0.30558,1.00328,0.000548076,0.000548076,0.000548076
341,399.358,0.50311,0.33063,0.97575,0.9837,1,0.99471,0.91231,0.46956,0.31086,0.99222,0.000544776,0.000544776,0.000544776
342,400.544,0.5045,0.33227,0.96675,0.98186,0.9966,0.99471,0.90764,0.50663,0.31021,0.99332,0.000541475,0.000541475,0.000541475
343,401.692,0.51821,0.33903,0.97572,0.98804,0.9966,0.99474,0.91148,0.4843,0.30009,0.98012,0.000538174,0.000538174,0.000538174
344,402.845,0.50393,0.32901,0.97739,0.98441,0.9966,0.99404,0.91266,0.48186,0.30113,0.97914,0.000534874,0.000534874,0.000534874
345,404.023,0.48487,0.32544,0.97322,0.98499,0.99966,0.99328,0.91463,0.50421,0.3039,0.98388,0.000531573,0.000531573,0.000531573
346,405.169,0.49047,0.31491,0.96077,0.984,0.9966,0.99363,0.91398,0.50097,0.30826,0.99066,0.000528272,0.000528272,0.000528272
347,406.336,0.49196,0.32124,0.96577,0.98044,0.9966,0.99415,0.91768,0.47432,0.30592,0.97405,0.000524972,0.000524972,0.000524972
348,407.549,0.49538,0.3201,0.96991,0.98102,0.99838,0.99331,0.91109,0.49651,0.3183,0.99527,0.000521671,0.000521671,0.000521671
349,408.708,0.53485,0.33714,0.95236,0.98043,1,0.99282,0.90913,0.50423,0.31087,0.99602,0.00051837,0.00051837,0.00051837
350,409.874,0.49319,0.32116,0.96866,0.98035,1,0.99266,0.92118,0.48461,0.3019,0.98596,0.00051507,0.00051507,0.00051507
351,411.052,0.49124,0.32543,0.96641,0.98042,0.99766,0.99245,0.91746,0.45902,0.30352,0.98007,0.000511769,0.000511769,0.000511769
352,412.208,0.47782,0.32247,0.96892,0.97754,1,0.99229,0.9244,0.45806,0.29789,0.96967,0.000508468,0.000508468,0.000508468
353,413.37,0.48623,0.3223,0.97629,0.98379,1,0.99254,0.92334,0.4508,0.29283,0.96807,0.000505168,0.000505168,0.000505168
354,414.528,0.49597,0.3196,0.97331,0.98372,1,0.99336,0.91344,0.49992,0.30553,1.00454,0.000501867,0.000501867,0.000501867
355,415.686,0.47846,0.32285,0.97668,0.98176,1,0.99381,0.91187,0.46449,0.30397,0.99183,0.000498566,0.000498566,0.000498566
356,416.843,0.47282,0.31227,0.97212,0.97956,0.99862,0.99374,0.91507,0.45549,0.29481,0.98062,0.000495266,0.000495266,0.000495266
357,418.005,0.47976,0.31493,0.96557,0.98,1,0.9932,0.91319,0.46965,0.29698,0.99095,0.000491965,0.000491965,0.000491965
358,419.149,0.51387,0.32816,0.98284,0.97837,1,0.99223,0.90968,0.5179,0.30978,1.01344,0.000488664,0.000488664,0.000488664
359,420.303,0.52673,0.33349,0.9856,0.9746,1,0.9931,0.91857,0.4724,0.31815,0.99651,0.000485364,0.000485364,0.000485364
360,421.462,0.52166,0.34114,0.97239,0.9755,1,0.99363,0.91916,0.47616,0.30764,0.98607,0.000482063,0.000482063,0.000482063
361,422.614,0.48867,0.31807,0.96541,0.98332,0.99518,0.99378,0.92014,0.46801,0.30248,0.98481,0.000478762,0.000478762,0.000478762
362,423.765,0.50924,0.32242,0.97835,0.97803,1,0.99265,0.9181,0.47876,0.3112,0.97866,0.000475462,0.000475462,0.000475462
363,424.938,0.48737,0.31997,0.97198,0.97924,1,0.993,0.91514,0.46935,0.30642,0.98088,0.000472161,0.000472161,0.000472161
364,426.106,0.48832,0.32535,0.955,0.97976,1,0.99195,0.90031,0.52297,0.30708,1.00426,0.00046886,0.00046886,0.00046886
365,427.271,0.48781,0.31509,0.95072,0.97978,1,0.99217,0.91865,0.48158,0.29666,0.98975,0.00046556,0.00046556,0.00046556
366,428.449,0.47362,0.31118,0.95925,0.98025,0.99747,0.99355,0.91494,0.50799,0.29499,0.99708,0.000462259,0.000462259,0.000462259
367,429.592,0.49589,0.32551,0.96345,0.98343,1,0.9939,0.9253,0.46891,0.29682,0.98167,0.000458958,0.000458958,0.000458958
368,430.762,0.47732,0.31278,0.95075,0.98159,1,0.99371,0.92059,0.48101,0.30308,0.99356,0.000455658,0.000455658,0.000455658
369,432.352,0.50842,0.32898,0.95693,0.98013,1,0.99412,0.92237,0.45265,0.29855,0.97211,0.000452357,0.000452357,0.000452357
370,433.504,0.48218,0.31644,0.97915,0.9812,0.99834,0.99425,0.92255,0.45619,0.29176,0.97829,0.000449056,0.000449056,0.000449056
371,434.662,0.48733,0.32203,0.95834,0.97438,1,0.99385,0.92703,0.47089,0.30714,0.97966,0.000445756,0.000445756,0.000445756
372,435.844,0.46255,0.30846,0.95923,0.97798,0.99554,0.99427,0.9184,0.46768,0.30381,0.98449,0.000442455,0.000442455,0.000442455
